item_id,title,genres,directors,cast,vote_average,vote_count,popularity,is_trending,overview,language,imdb_id,tmdb_id,movielens_id,language_code,region,release_date,year
1221198,Ground Zero,Action|Thriller|War,Tejas Vijay Deoskar,Emraan Hashmi|Mukesh Tiwari|Sai Tamhankar|Zoya Hussain|Lalit Prabhakar,7.0,3,2.5962,0,An Indian army officer embarks on a mission leading to India’s most successful counter-terrorism operation in history.,Hindi,tt28377588,1221198,,hi,India,2025-04-25,2025
540620,Laila Majnu,Drama|Romance,Sajid Ali,Avinash Tiwary|Triptii Dimri|Mir Sarwar|Benjamin Gilani|Parmeet Sethi,6.7,19,2.5883,0,"Laila is a free-spirited girl from a conservative family who firmly believes in living for the present. Qais, a spoilt brat, falls head over heels in love with her. Their families, however, are warring over property, which leads to self-destruction, pain and bleeding hearts.",Hindi,tt8011276,540620,,hi,India,2018-09-07,2018
138122,Student Of The Year,Comedy|Drama|Romance,Karan Johar,Sidharth Malhotra|Varun Dhawan|Alia Bhatt|Rishi Kapoor|Sana Saeed,5.729,175,2.5801,0,Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,Hindi,tt2172071,138122,,hi,India,2012-10-19,2012
58051,Housefull,Comedy|Romance,Sajid Khan,Akshay Kumar|Arjun Rampal|Riteish Deshmukh|Deepika Padukone|Lara Dutta,5.7,128,2.5772,0,"Believing himself to be a jinx and bringing bad luck upon himself and others, a man attempts to find true love, but ends up in very complicated relationships.",Hindi,tt1573072,58051,,hi,India,2010-04-30,2010
1201015,Madgaon Express,Comedy|Drama,Kunal Khemu,Divyendu Sharma|Pratik Gandhi|Avinash Tiwary|Upendra Limaye|Chhaya Kadam,6.1,21,2.5475,0,Three childhood friends embark on a trip to Goa that goes completely off-track when they wake up in their hotel room to find a cache of cocaine belonging to a don.,Hindi,tt26745657,1201015,,hi,India,2024-03-22,2024
1093971,Srikanth,Drama,Tushar Hiranandani,Rajkummar Rao|Jyothika|Alaya F|Sharad Kelkar|Anusha Nuthula,7.5,16,2.5439,0,"In a world with odds stacked against him in every step of the way, Srikanth defies norms, blazing a trail from rural India to becoming the first visually impaired student at MIT. As he builds Bollant Industries, his success brings challenges for which he would not only chase personal dreams but safeguard a shared future for the ones just like him. This is the tale of an entrepreneur's triumph and sacrifice, both which he welcomed with open arms and a smile.",Hindi,tt23790740,1093971,,hi,India,2024-05-10,2024
14134,Main Hoon Na,Drama,Farah Khan,Shah Rukh Khan|Sushmita Sen|Suniel Shetty|Zayed Khan|Amrita Rao,6.6,397,2.5285,0,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",Hindi,tt0347473,14134,,hi,India,2004-04-30,2004
653457,Mimi,Comedy|Drama,Laxman Utekar,Kriti Sanon|Pankaj Tripathi|Sai Tamhankar|Evelyn Edwards|Supriya Pathak,6.9,81,2.5046,0,"An aspiring actress in a small town in Rajasthan agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes an unexpected turn when they refuse to have the child anymore.",Hindi,tt10895576,653457,,hi,India,2021-07-26,2021
353429,Jaanwar,Action,Suneel Darshan,Akshay Kumar|Shilpa Shetty Kundra|Karisma Kapoor|Aditya Kapadia|Ashish Vidhyarthi,6.3,16,2.4915,0,"Sultan (Shakti Kapoor) adopted an orphan and named him Badshah (Akshay Kumar). Badshah grows up to be a criminal and his life was made difficult by Inspector Pradhan (Ashish Vidyarthi). Badshah's sidekick is Abdul (Ashutosh Rana). The only hope in Badshah's life is Sapna (Karisma Kapoor), whom he incidentally met. But circumstances lead Badshah to commit murder in public. During this experience, a child clangs to him and he took the child to Sapna. Before he could explain anything, Pradhan gets there and Badshah had to escape. He changed his name to Babu Lohar and becomes a blacksmith and loving father, to give the child a good future. However, after 7 years, he sees Abdul and Sultan again. Pradhan is still after him. When the child's parents find out about him, they ask Babu to return their child. Will he let the child go? Will the child go with his parents?",Hindi,tt0230347,353429,,hi,India,1999-12-24,1999
569594,Bharat,Action|History|Drama,Ali Abbas Zafar,Salman Khan|Katrina Kaif|Disha Patani|Jackie Shroff|Shashank Arora,6.2,61,2.4757,0,"At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what.",Hindi,tt7721800,569594,,hi,India,2019-06-05,2019
695962,Bhool Bhulaiyaa 2,Horror|Comedy,Anees Bazmee,Kartik Aaryan|Kiara Advani|Tabu|Rajpal Yadav|Sanjay Mishra,6.349,73,2.2841,0,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for eighteen years.",Hindi,tt6455162,695962,,hi,India,2022-05-20,2022
1221198,Ground Zero,Action|Thriller|War,Tejas Vijay Deoskar,Emraan Hashmi|Mukesh Tiwari|Sai Tamhankar|Zoya Hussain|Lalit Prabhakar,7.0,3,2.5962,0,An Indian army officer embarks on a mission leading to India’s most successful counter-terrorism operation in history.,Hindi,tt28377588,1221198,,hi,India,2025-04-25,2025
491622,Manikarnika: The Queen of Jhansi,History|Drama|Action,Kangana Ranaut,Kangana Ranaut|Danny Denzongpa|Suresh Oberoi|Atul Kulkarni|Kulbhushan Kharbanda,6.6,51,2.3321,0,"Story of Rani Lakshmibai, one of the leading figures of the Indian Rebellion of 1857 and her resistance to the British Rule.",Hindi,tt6903440,491622,,hi,India,2019-01-25,2019
553347,Page 16,Horror|Mystery,Shamshad Pathan,Aseem Ali Khan|Bidita Bag|Kiran Kumar|Zakir Hussain,6.0,2,1.267,0,"Page 16 is a Supernatural thriller. It's a story about an ambitious builder Ajay, whose life turned upside down when he bought a book for his son Harsh. It all started with page 16 of that book where his past and present life gets entangled.",Hindi,tt7997646,553347,,hi,India,2018-08-10,2018
653457,Mimi,Comedy|Drama,Laxman Utekar,Kriti Sanon|Pankaj Tripathi|Sai Tamhankar|Evelyn Edwards|Supriya Pathak,6.9,81,2.5046,0,"An aspiring actress in a small town in Rajasthan agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes an unexpected turn when they refuse to have the child anymore.",Hindi,tt10895576,653457,,hi,India,2021-07-26,2021
62883,Hum Saath Saath Hain,Romance|Family|Drama,Sooraj Barjatya,Mohnish Behl|Salman Khan|Saif Ali Khan|Tabu|Sonali Bendre,6.0,85,2.4569,0,"A wealthy businessman's traditional family celebrate their togetherness when his three sons get married, but slowly find themselves growing apart after a misunderstanding.",Hindi,tt0216817,62883,,hi,India,1999-11-05,1999
353429,Jaanwar,Action,Suneel Darshan,Akshay Kumar|Shilpa Shetty Kundra|Karisma Kapoor|Aditya Kapadia|Ashish Vidhyarthi,6.3,16,2.4915,0,"Sultan (Shakti Kapoor) adopted an orphan and named him Badshah (Akshay Kumar). Badshah grows up to be a criminal and his life was made difficult by Inspector Pradhan (Ashish Vidyarthi). Badshah's sidekick is Abdul (Ashutosh Rana). The only hope in Badshah's life is Sapna (Karisma Kapoor), whom he incidentally met. But circumstances lead Badshah to commit murder in public. During this experience, a child clangs to him and he took the child to Sapna. Before he could explain anything, Pradhan gets there and Badshah had to escape. He changed his name to Babu Lohar and becomes a blacksmith and loving father, to give the child a good future. However, after 7 years, he sees Abdul and Sultan again. Pradhan is still after him. When the child's parents find out about him, they ask Babu to return their child. Will he let the child go? Will the child go with his parents?",Hindi,tt0230347,353429,,hi,India,1999-12-24,1999
1093971,Srikanth,Drama,Tushar Hiranandani,Rajkummar Rao|Jyothika|Alaya F|Sharad Kelkar|Anusha Nuthula,7.5,16,2.5439,0,"In a world with odds stacked against him in every step of the way, Srikanth defies norms, blazing a trail from rural India to becoming the first visually impaired student at MIT. As he builds Bollant Industries, his success brings challenges for which he would not only chase personal dreams but safeguard a shared future for the ones just like him. This is the tale of an entrepreneur's triumph and sacrifice, both which he welcomed with open arms and a smile.",Hindi,tt23790740,1093971,,hi,India,2024-05-10,2024
85985,Ek Tha Tiger,Action|Adventure|Thriller|Romance,Kabir Khan,Salman Khan|Katrina Kaif|Girish Karnad|Ranvir Shorey|Gavie Chahal,6.193,200,2.4058,0,An Indian agent is sent to observe the actions of a scientist but the mission becomes complicated when he falls in love with the scientist's Pakistani caretaker.,Hindi,tt2016894,85985,,hi,India,2012-08-15,2012
664332,Gangubai Kathiawadi,Crime|Drama|History,Sanjay Leela Bhansali,Alia Bhatt|Ajay Devgn|Shantanu Maheshwari|Indira Tiwari|Seema Pahwa,7.4,164,1.9555,0,"Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",Hindi,tt10083340,664332,,hi,India,2022-02-24,2022
348892,Bajrangi Bhaijaan,Comedy|Drama|Action,Kabir Khan,Salman Khan|Harshaali Malthotra|Nawazuddin Siddiqui|Kareena Kapoor Khan|Sharat Saxena,7.797,498,2.6206,0,A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,Hindi,tt3863552,348892,,hi,India,2015-07-17,2015
168495,Henna,Drama|Romance|Music,Randhir Kapoor,Rishi Kapoor|Zeba Bakhtiar|Ashwini Bhave|Saeed Jaffrey|Farida Jalal,5.3,10,2.1948,0,"Beautiful Henna Khan lives the life of a gypsy near the river, Jhelum, in Pakistan with her widowed dad, Khan Baba; three brothers, Ashraf, Razzak, and Zaman; and Razzak's wife, Najma. One day she comes across a male body that has been washed ashore. Khan Baba, Bibi Gul, and Henna take this male in, nurse him back to health, only to find out that he has lost his memory. The male in his sleep cries out the name of ""Chand"", and everyone starts calling him by that name.",Hindi,tt0121352,168495,,hi,India,1991-06-28,1991
11807,Jab We Met,Drama|Comedy|Romance,Imtiaz Ali,Shahid Kapoor|Kareena Kapoor Khan|Tarun Arora|Dara Singh|Pavan Malhotra,7.3,280,2.3107,0,A depressed wealthy businessman and a spunky carefree young woman embark on an unexpected journey that changes their lives.,Hindi,tt1093370,11807,,hi,India,2007-10-26,2007
14165,Ta Ra Rum Pum,Family|Comedy|Romance,Siddharth Anand,Saif Ali Khan|Rani Mukerji|Javed Jaffrey|Shruti Seth|Ali Haji,6.1,74,2.0921,0,"A poor New York resident, who is of Indian origin, dreams of becoming a fast car race driver. He endeavors, and his efforts are rewarded when he selected by a little-known group called 'RACING SADDLES'. He joins them and soon becomes their ace race driver. This man, whose name is Rajveer, then meets with a rich American woman, also of Indian origin, whose name is Radhika.  Both fall in love with each other. They cannot get married, because Radhika's family hates Rajveer mainly because he is very poor. But Radhika is very stubborn, so she marries him. She loses all her rights to her family's wealth. They get married and become parents of two children. They also become very rich. Then Rajveer has an accident which changes their lives forever. They get into debt and stand to lose everything. Will Radhika be forced to return back to her family?",Hindi,tt0833553,14165,,hi,India,2007-04-27,2007
549184,Kaashi in Search of Ganga,Thriller|Drama,Dhiraj Kumar,Sharman Joshi|Aishwarya Devan|Manoj Joshi|Manoj Pahwa|Govind Namdeo,4.2,4,0.9402,0,Devina a newspaper journalist from Lucknow falls in love with Kashi and things go awry when Kashi’s sister Ganga goes missing.,Hindi,tt7274806,549184,,hi,India,2018-10-26,2018
26277,Mujhse Dosti Karoge!,Romance|Comedy|Drama,Kunal Kohli,Hrithik Roshan|Rani Mukerji|Kareena Kapoor Khan|Satish Shah|Himani Shivpuri,6.175,80,2.286,0,"A man falls in love with his childhood friend, but her sister is the one who reciprocates his feelings.",Hindi,tt0272736,26277,,hi,India,2002-08-08,2002
724414,Color of Him,Drama|Romance,Rishabh Nayan|Indresh Singh,Shubham Chaudhary,0.0,0,1.1135,0,A software professional ditches a day at work to discover poetry and finds stories in strangers walking at Connaught Place,Hindi,tt12038276,724414,,hi,India,2020-03-28,2020
669696,Tadap,Action|Romance,Milan Luthria,Ahan Shetty|Tara Sutaria|Saurabh Shukla|Kumud Mishra|Mangala Kenkre,6.8,12,2.2944,0,"Passionate Ishana falls madly in love with Ramisa. As their love grows stronger by the day, fate plays the villain and throws one hurdle after another.",Hindi,tt10761694,669696,,hi,India,2021-12-03,2021
1148172,Do Patti,Thriller|Mystery|Drama|Crime,Shashanka Chaturvedi,Kajol|Kriti Sanon|Shaheer Sheikh|Tanvi Azmi|Brijendra Kala,7.1,49,2.9787,0,A puzzling investigation leads a no-nonsense cop down a dark path involving the vicious rivalry between twin sisters and the volatile man they both love.,Hindi,tt28075881,1148172,,hi,India,2024-10-24,2024
277432,Happy New Year,Action|Comedy|Crime|Adventure,Farah Khan,Shah Rukh Khan|Sonu Sood|Deepika Padukone|Abhishek Bachchan|Boman Irani,6.083,266,2.3094,0,Six would-be thieves enter a prestigious dance competition as a cover for their larger goal of pulling off a major heist.,Hindi,tt2461132,277432,,hi,India,2014-10-24,2014
695962,Bhool Bhulaiyaa 2,Horror|Comedy,Anees Bazmee,Kartik Aaryan|Kiara Advani|Tabu|Rajpal Yadav|Sanjay Mishra,6.349,73,2.2841,0,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for eighteen years.",Hindi,tt6455162,695962,,hi,India,2022-05-20,2022
1000438,Emergency,Drama|History|War,Kangana Ranaut,Kangana Ranaut|Anupam Kher|Satish Kaushik|Shreyas Talpade|Mahima Chaudhry,2.6,5,2.2747,0,"Based on true events that unfolded in 1975, the film chronicles incidents that took place under the leadership of Indira Gandhi, one of the most powerful women in Indian history.",Hindi,tt21279420,1000438,,hi,India,2025-01-17,2025
1148486,Vedaa,Action|Drama|Thriller,Nikkhil Advani,John Abraham|Sharvari Wagh|Abhishek Banerjee|Ashish Vidhyarthi|Kshitij Chauhan,5.6,14,2.2745,0,A court-marshalled soldier with a traumatic past helps a young girl from 'lower' caste and an aspiring boxer work towards her dreams despite her hostile environment.,Hindi,tt28153480,1148486,,hi,India,2024-08-15,2024
668340,Maidaan,Drama,Amit Sharma,Ajay Devgn|Priyamani|Gajraj Rao|Baharul Islam|Rudranil Ghosh,7.9,14,2.2623,0,"Inspired by the Indian national football team coach and manager Syed Abdul Rahim, who is regarded as the architect of Indian football, encapsulating the golden era from 1952 to 1962.",Hindi,tt10869778,668340,,hi,India,2024-04-10,2024
936622,Bade Miyan Chote Miyan,Action|Science Fiction|Thriller,Ali Abbas Zafar,Akshay Kumar|Tiger Shroff|Prithviraj Sukumaran|Sonakshi Sinha|Manushi Chhillar,6.73,37,2.2368,0,Two elite soldiers with troubled pasts are enlisted for a daring mission when a deadly masked madman threatens India's defenses.,Hindi,tt18072316,936622,,hi,India,2024-04-11,2024
25516,Koi... Mil Gaya,Science Fiction|Action|Adventure,Rakesh Roshan,Hrithik Roshan|Preity Zinta|Rekha|Indravardhan Purohit|Anuj Pandit Sharma,6.897,223,2.2238,0,A developmentally disabled boy's life changes after he encounters an extraterrestrial being.,Hindi,tt0254481,25516,,hi,India,2003-08-08,2003
19625,Munna Bhai M.B.B.S.,Comedy|Drama,Rajkumar Hirani,Sanjay Dutt|Arshad Warsi|Boman Irani|Gracy Singh|Sunil Dutt,7.19,316,2.2192,0,A gangster sets out to fulfill his father's dream of becoming a doctor.,Hindi,tt0374887,19625,,hi,India,2003-12-19,2003
85052,Housefull 2,Comedy|Romance,Sajid Khan,Akshay Kumar|John Abraham|Riteish Deshmukh|Asin Thottumkal|Rishi Kapoor,5.5,114,2.2074,0,A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.,Hindi,tt1980986,85052,,hi,India,2012-04-05,2012
35053,Darr,Drama|Thriller|Action|Romance,Yash Chopra,Sunny Deol|Juhi Chawla Mehta|Shah Rukh Khan|Anupam Kher|Dalip Tahil,6.8,77,2.2071,0,A woman is caught between one man's love and another man's obsession. She fears one and fears for the other. One stands for love and the other for life. Who will she choose?,Hindi,tt0109555,35053,,hi,India,1993-12-23,1993
679018,Jersey,Drama,Gowtam Tinnanuri,Shahid Kapoor|Mrunal Thakur|Pankaj Kapur|Ronit Kamra|Rituraj Singh,7.1,41,2.1987,0,"An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser?",Hindi,tt5301942,679018,,hi,India,2022-04-22,2022
168495,Henna,Drama|Romance|Music,Randhir Kapoor,Rishi Kapoor|Zeba Bakhtiar|Ashwini Bhave|Saeed Jaffrey|Farida Jalal,5.3,10,2.1948,0,"Beautiful Henna Khan lives the life of a gypsy near the river, Jhelum, in Pakistan with her widowed dad, Khan Baba; three brothers, Ashraf, Razzak, and Zaman; and Razzak's wife, Najma. One day she comes across a male body that has been washed ashore. Khan Baba, Bibi Gul, and Henna take this male in, nurse him back to health, only to find out that he has lost his memory. The male in his sleep cries out the name of ""Chand"", and everyone starts calling him by that name.",Hindi,tt0121352,168495,,hi,India,1991-06-28,1991
393445,Ae Dil Hai Mushkil,Romance|Drama,Karan Johar,Ranbir Kapoor|Anushka Sharma|Aishwarya Rai Bachchan|Fawad Khan|Lisa Haydon,6.432,205,2.1895,0,"Ayan falls in love with his soulmate, Alizeh, but she doesn’t reciprocate the feeling. Later, a relationship with Saba helps him realize Alizeh’s value in his life, irrespective of their relationship status.",Hindi,tt4559006,393445,,hi,India,2016-10-27,2016
1142127,Bawaal,Drama|Romance|Action|History,Nitesh Tiwari,Varun Dhawan|Janhvi Kapoor|Manoj Pahwa|Anjuman Saxena|Prateek Pachori,6.3,25,2.1732,0,"Ajay Dixit, an ordinary history teacher in a high school, enjoys mini celebrityhood in his town courtesy of the fake image he has built. He shares a strained relationship with his newly-wed wife. Circumstances force him to take a trip to Europe for the World War II trail accompanied by his wife. Will his relationship with his wife survive this trip? Will he manage to win the war within?",Hindi,tt19755170,1142127,,hi,India,2023-07-21,2023
891855,DRE7MS,Drama|Fantasy|Romance,Anurag Jha,Anurag Jha|Sushmita Dey|Bhuvansing Patle|Hemavaishnave|Yash Krishnani,0.0,0,2.1705,0,"After experiencing a traumatic loss of a colleague, Saanjh starts seeing a mysterious girl in his dreams who takes him through the seven stages of grief.",Hindi,tt15770326,891855,,hi,India,2021-12-21,2021
117691,Gangs of Wasseypur - Part 1,Action|Thriller|Crime,Anurag Kashyap,Manoj Bajpayee|Richa Chadha|Tigmanshu Dhulia|Nawazuddin Siddiqui|Reema Sen,7.074,385,2.1701,0,"In 1970s India, Sardar Khan vows to take revenge on the man who killed his father decades earlier.",Hindi,tt1954470,117691,,hi,India,2012-06-22,2012
950071,Jaane Jaan,Crime|Thriller|Drama,Sujoy Ghosh,Kareena Kapoor Khan|Jaideep Ahlawat|Vijay Varma|Naisha Khanna|Saurabh Sachdeva,7.126,95,2.1676,0,"When a single mother her teenage daughter becomes ensnared in a deadly crime,  find an unexpected ally in their neighbor, a simple, doting but genius teacher math teacher comes to aid, while a tenacious cop digs into the case.",Hindi,tt15748830,950071,,hi,India,2023-09-21,2023
496331,Brahmāstra Part One: Shiva,Action|Adventure|Fantasy,Ayan Mukerji,Ranbir Kapoor|Alia Bhatt|Mouni Roy|Amitabh Bachchan|Nagarjuna Akkineni,6.394,179,2.1648,0,"The story of Shiva – a young man on the brink of an epic love, with a girl named Isha. But their world is turned upside down when Shiva learns that he has a mysterious connection to the Brahmāstra... and a great power within him that he doesn’t understand just yet - the power of Fire.",Hindi,tt6277462,496331,,hi,India,2022-09-08,2022
12259,Sholay,Action,Ramesh Sippy,Dharmendra|Amitabh Bachchan|Sanjeev Kumar|Amjad Khan|Hema Malini,7.0,282,2.164,0,"After his family is murdered by the notorious bandit Gabbar Singh, a former police officer enlists the services of two outlaws to capture him and seek revenge.",Hindi,tt0073707,12259,,hi,India,1975-08-15,1975
824744,Shiddat,Romance|Drama,Kunal Deshmukh,Mohit Raina|Radhikka Madan|Sunny Kaushal|Diana Penty|Vidhatri Bandi,6.84,25,2.1445,0,"Love-struck Jaggi can cross the seven seas for his dream girl, Kartika. Even if it means stopping her wedding as he doesn't want to be friend-zoned.",Hindi,tt11314148,824744,,hi,India,2021-10-01,2021
739907,Tallukh,Romance|Crime|Mystery|Drama,Anurag Jha,Anurag Jha|Yash Krishnani|Harshita Awale|Ghazala Ansari|Devansh Jaiswal,7.5,2,2.143,0,"An Inspector tries to figure out a case of serial kidnapping in neighborhood simultaneously a couple live their happy life, soon to realize everything is connected.",Hindi,tt12782066,739907,,hi,India,2020-09-04,2020
280690,Kick,Action|Romance|Comedy|Crime,Sajid Nadiadwala,Salman Khan|Jacqueline Fernandez|Randeep Hooda|Nawazuddin Siddiqui|Mithun Chakraborty,5.699,156,2.124,0,"An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",Hindi,tt2372222,280690,,hi,India,2014-07-25,2014
695958,The Girl on the Train,Drama|Thriller,Ribhu Dasgupta,Parineeti Chopra|Aditi Rao Hydari|Kirti Kulhari|Tota Roy Chowdhury|Shamaun Ahmed,6.1,83,2.1147,0,"When a voyeuristic divorcee fixates on the lives of a perfect couple a far, she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life.",Hindi,tt8907992,695958,,hi,India,2021-02-26,2021
121473,Anita,Drama|Romance|Mystery|Horror,Raj Khosla,Manoj Kumar|Sadhana Shivdasani|Sajjan Lal Purohit|Ulhas|Kishan Mehta,0.0,0,2.1098,0,"Anita is a weird girl, who either loses her memory or pretends to not remember.",Hindi,tt0231150,121473,,hi,India,1967-10-10,1967
17478,Dhoom,Action|Crime|Drama|Thriller,Sanjay Gadhvi,John Abraham|Abhishek Bachchan|Esha Deol|Uday Chopra|Rimi Sen,6.167,206,2.1073,0,A gang of bikers headed by the cool-headed and arrogant Kabir is on a robbing spree in Mumbai.  ACP Jai Dixit is put in charge of the case and he recruits a bumbling bike mechanic and racer to help Jai nab them.,Hindi,tt0422091,17478,,hi,India,2004-08-27,2004
7913,Rang De Basanti,Comedy|Drama|History|Romance,Rakeysh Omprakash Mehra,Aamir Khan|Siddharth|Kunal Kapoor|Sharman Joshi|Atul Kulkarni,7.1,460,2.1038,0,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",Hindi,tt0405508,7913,,hi,India,2006-01-26,2006
391629,Baaghi,Action|Thriller|Romance|Adventure,Sabbir Khan,Tiger Shroff|Shraddha Kapoor|Sunil Grover|Sudheer Babu|Saurav Chakrabarti,6.373,134,2.1029,0,"Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.",Hindi,tt4864932,391629,,hi,India,2016-04-29,2016
778745,Teri Diwali Meri Christmas,Adventure|Romance|Fantasy,Anurag Jha,Anurag Jha|Hemavaishnave|Khushboo Moharkar|Harshita Awale|Shreeram Dongare,10.0,1,2.1016,0,"A young girl with seasonal amnesia encounters a man claiming to be God, together both of them try to recover her memories leading to big events.",Hindi,tt13400476,778745,,hi,India,2020-12-12,2020
14165,Ta Ra Rum Pum,Family|Comedy|Romance,Siddharth Anand,Saif Ali Khan|Rani Mukerji|Javed Jaffrey|Shruti Seth|Ali Haji,6.1,74,2.0921,0,"A poor New York resident, who is of Indian origin, dreams of becoming a fast car race driver. He endeavors, and his efforts are rewarded when he selected by a little-known group called 'RACING SADDLES'. He joins them and soon becomes their ace race driver. This man, whose name is Rajveer, then meets with a rich American woman, also of Indian origin, whose name is Radhika.  Both fall in love with each other. They cannot get married, because Radhika's family hates Rajveer mainly because he is very poor. But Radhika is very stubborn, so she marries him. She loses all her rights to her family's wealth. They get married and become parents of two children. They also become very rich. Then Rajveer has an accident which changes their lives forever. They get into debt and stand to lose everything. Will Radhika be forced to return back to her family?",Hindi,tt0833553,14165,,hi,India,2007-04-27,2007
799177,Bhediya,Horror|Comedy,Amar Kaushik,Varun Dhawan|Kriti Sanon|Abhishek Banerjee|Paalin Kabak|Deepak Dobriyal,6.8,51,2.0919,0,"Inspired by legendary folklore rooted in Arunachal Pradesh, Bhediya tells the story of Bhaskar, a man who gets bitten by a mythical wolf and begins to transform into the creature himself. As Bhaskar and his ragtag buddies try to find answers, he is worried that the monster in him will wipe out human existence in the local town.",Hindi,tt14099334,799177,,hi,India,2022-11-25,2022
41517,Ra.One,Adventure|Action|Science Fiction,Anubhav Sinha,Shah Rukh Khan|Arjun Rampal|Kareena Kapoor Khan|Armaan Verma|Tom Wu,5.7,343,2.0779,0,"When the titular antagonist of an action game takes on physical form, it's up to the game's less powerful protagonist to save the world.",Hindi,tt1562871,41517,,hi,India,2011-10-24,2011
413882,Ok Jaanu,Drama|Romance,Shaad Ali,Aditya Roy Kapur|Shraddha Kapoor|Leela Samson|Naseeruddin Shah|Kitu Gidwani,5.9,60,2.0775,0,"Adi and Tara move to Bombay to pursue their dreams. A chance meeting sparks off a heady, no strings attached romance until their careers pull them apart. Will ambition prevail over matters of the heart?",Hindi,tt5764024,413882,,hi,India,2017-01-12,2017
404604,Mom,Crime|Drama|Thriller,Ravi Udyawar,Sridevi|Nawazuddin Siddiqui|Sajal Ali|Adnan Siddiqui|Akshaye Khanna,7.565,201,2.0759,0,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked free.",Hindi,tt5690142,404604,,hi,India,2017-07-07,2017
643534,Good Newwz,Romance|Comedy|Family|Drama,Raj Mehta,Akshay Kumar|Diljit Dosanjh|Kareena Kapoor Khan|Kiara Advani|Tisca Chopra,6.674,86,2.0745,0,Two couples with the same surnames pursue in-vitro fertilisation and wait for their upcoming babies. Trouble ensues when they find that the sperms of each couple have been mixed with each other.,Hindi,tt8504014,643534,,hi,India,2019-12-27,2019
86004,Talaash,Crime|Drama|Thriller,Reema Kagti,Aamir Khan|Kareena Kapoor Khan|Rani Mukerji|Nawazuddin Siddiqui|Rajkummar Rao,6.789,225,2.0741,0,"A cop, investigating the mysterious death of a filmstar, meets a sex-worker, while he faces some personal problems psychologically. The mystery connects these people in a way, that ultimately changes their lives.",Hindi,tt1787988,86004,,hi,India,2012-11-30,2012
37822,Badmaash Company,Crime,Parmeet Sethi,Shahid Kapoor|Anushka Sharma|Meiyang Chang|Vir Das|Anupam Kher,5.9,51,2.0694,0,Four young friends decide to work together when one of them comes up with an innovative and lucrative business plan. But their lives begin to deteriorate when their personal issues surface.,Hindi,tt1602476,37822,,hi,India,2010-05-07,2010
79990,Desi Boyz,Comedy|Drama,Rohit Dhawan,Akshay Kumar|John Abraham|Deepika Padukone|Chitrangada Singh|Anupam Kher,6.2,95,2.0661,0,"When two cash-strapped UK-based Indians become male escorts amid an economic downturn, money flows right in but everything else in their lives starts falling apart.",Hindi,tt1985981,79990,,hi,India,2011-11-25,2011
1109086,War 2,Action|Adventure|Thriller,Ayan Mukerji,N.T. Rama Rao Jr.|Hrithik Roshan|Kiara Advani|Anil Kapoor|Ashutosh Rana,0.0,0,2.0552,0,"Sequel to the 2019 action-thriller film War, 6th Movie of the YRF Spy Universe",Hindi,tt27425164,1109086,,hi,India,2025-08-14,2025
277229,Taarzan: The Wonder Car,Action|Romance,Abbas Alibhai Burmawalla|Mustan Alibhai Burmawalla,Vatsal Sheth|Ayesha Takia|Farida Jalal|Ajay Devgn|Amrish Puri,5.6,44,2.0545,0,"Raj rebuilds his murdered father's car and names it Taarzan, but the car comes to life in a miraculous way and slowly starts killing the killers of Raj's father.",Hindi,tt0435437,277229,,hi,India,2004-08-06,2004
