item_id,title,genres,directors,cast,vote_average,vote_count,popularity,is_trending,overview,language,imdb_id,tmdb_id,movielens_id,language_code,region,release_date,year
1415400,B and S,,Lipika Singh Darai,,0.0,0,0.217,0,"B and S is the third letter in Lipika Singh Darai’s essay series. During the filmmaker’s imaginary conversations with her late grand aunt, she tells the story of B and S. As she starts, B and S appear, sharing their memories, negotiating the meaning of transness, love, loss, friendship and violence. A teak tree and a little parrot help Darai intertwine these narratives. The result is a personal, warm and heartfelt ode to friendship, and to building a different kind of home.",Odia,,1415400,,or,India,2025-02-01,2025
1100097,Kasturi,Family|Drama,Sangram Mohanty,Cookies Swain|Ashrumochan Mohanty|Pradyumna Lenka|Bijayinee Mishra|Prativa Panda,0.0,0,0.2168,0,,Odia,,1100097,,or,India,2023-09-17,2023
1441839,To Pain Nebi Mu Sahe Janama,Drama,Sanjay Nayak,Siddhanta Mahapatra|Aparajita Mohanty|Bijay Mohanty|Raimohan Parida|Priyanka Mahapatra,6.0,1,0.2158,0,"Movie starring Anita Das, Jeena, Siddhant Mahapatra, Aparajita Mohanty and directed Sanjay Nayak.",Odia,tt1467118,1441839,,or,India,2007-06-12,2007
1154514,Dear Purusha,Comedy|Drama,Jiit Chakraborty,Siddhanta Mahapatra|Mahashweta Ray|Jhillik Bhatacharjee|Samaresh Routray|Devasis Patra,0.0,0,0.213,0,"Friends of different ages Jay Prakash, Siddhant, Samaresh, Bobby, Devasis, and Dipanwit, make plans to go to Bangkok to escape the torture of family life, but get caught by their wives and girlfriends. During their trip they meet Chitrangada. Can they become the ideal men of society?",Odia,tt29309840,1154514,,or,India,2024-01-11,2024
497350,Lal Tuku Tuku Sadhaba Bahu,Drama|Horror,Sangam Biswal,Arindam Roy|Anu Choudhury|Debu Bose|Kajal Misra,6.0,1,0.2073,0,"Amar and Pooja love each other and they get married. After marriage the problem starts, a devil tries to disturb their marital life.",Odia,tt1440226,497350,,or,India,2007-10-19,2007
1100501,Jai Phula,Drama,Debabrata Kar|Siddhartha,Uttam Mohanty|Bijay Mohanty|Aparajita Mohanty|Sangita Das|Akshaya Mohanty Kashyap,0.0,0,0.2058,0,,Odia,tt1411712,1100501,,or,India,1984-11-02,1984
1085642,ACP Ranveer,Action|Family|Thriller,Sudhakar Basanta,Anubhav Mohanty|Pradeep Ram Singh Rawat|Bijay Mohanty|Hara Rath|Sofia Alam,0.0,0,0.2016,0,unavailable,Odia,tt2929950,1085642,,or,India,2012-10-19,2012
1100506,Ram Rahim,Drama,Sushil Mukherjee,Uttam Mohanty|Bijay Mohanty|Aparajita Mohanty|Anita Das|Hemanta Das,0.0,0,0.201,0,,Odia,tt1411772,1100506,,or,India,1983-01-14,1983
307558,Love Dot Com,,,Sambhavna Seth|Mumaith Khan|Bijay Mohanty|Snigdha Mohanty|Megha Ghosh,0.0,0,0.1991,0,"Film starring Sabyasachi Misra, Megha Ghosh and Pupinder Singh",Odia,tt1518810,307558,,or,India,2009-09-21,2009
1049654,Tulasi Apa,Drama,Amiya Ranjan Patnaik,Barsha Patnaik|Lochani Bag|Premanjan Parida|Sujeet Paikaray|Mamata Panda,0.0,0,0.1925,0,"Born and brought up in a tribal region of Odisha, India, 'Padmashri' 'Tulsi Munda did not allow the poverty, illiteracy and un-development of her locality to dishearten her, discourage her or dampen her spirit. She took a humble step to educate her fellow beings, which grew into a huge movement. Be it urban-rural divide or conflict of mines-owner and workers or exploitation of the have-nots by the haves, Tulsi Munda protested each and every act of injustice and discrimination and turned the tide in favor of her fellow beings. The film will encapsulate the essence of Tulsi Munda's life. It will enumerate her struggle and highlight her achievements.",Odia,tt5571488,1049654,,or,India,2017-05-19,2017
1087402,Tandav,,Prithvi Raj Pattnaik,Chandrani Das|Mihir Das|Siddhanta Mahapatra|Manoj Misra|Pushpa Panda,0.0,0,0.1923,0,,Odia,,1087402,,or,India,2021-03-11,2021
1322021,Maa Petaru Mun Jagatajita,Thriller,Sanjay Nayak,Cookies Swain|Gourab Mohanty|Biren Mishra|Shakti Baral|Bulu Panda,0.0,0,0.1899,0,"This is the tale of motherhood, a relentless battle fought at its most intense level. Subhadra will combat every kind of evil to protect her unborn child. Despite a corrupt politician threatening her and trying to harm the child, with the divine intervention of Lord Shiva, the child gains superpowers and helps its mother in defeating the evil forces.",Odia,,1322021,,or,India,2024-04-28,2024
949364,Niraba Jhada,Drama|Documentary,Manmohan Mahapatra,Hemanta Das|Jaya Swami|Robin Das|Arun Nanda|Niranjan Patnaik,0.0,0,0.1893,0,"In a remote village in Odisha, poverty and illiteracy have fostered dependence on superstition. The villagers have mortgaged their land to the landlord Janrdhan, who forces many of them to become contract laborers and leave the village to earn a livelihood. The story revolves around two villagers, Haria and Bhamar, and Bhamar's daughter, Phoola, who become entangled in Janrdhan's greed and oppression.",Odia,tt0235616,949364,,or,India,1984-07-20,1984
1244323,Pabar,Comedy|Drama,Ashok Pati,Babushaan Mohanty|Elina Samantaray|Krishna Kar|Choudhury Jayaprakash Das|Rabi Narayana Mishra,0.0,0,0.1861,0,"Loosely based on true events, Benudhar Kandi, hailing from a little village of Gumagarh in Odisha, does not have big expectations until circumstances force him into local politics.",Odia,tt32142963,1244323,,or,India,2024-06-12,2024
1149496,Adhura Prema Kahani,Romance|Drama,Niranjan Barik,Subhasis Sharma|Poonam Mishra|Suryamoyee Mohapatra|Sritam Das|Pragyan Khatua,0.0,0,0.1856,0,Adhura Prema Kahani is based on a singer's struggle to get success in showbiz.,Odia,tt28212328,1149496,,or,India,2023-07-07,2023
1236652,Yogini,Drama,Biyot Projna Tripathy,,0.0,0,0.1843,0,"It is a film about women who were highly influenced by the Vajrayana and Tantric tradition of Budhism which was prevalent in Odisha and some other eastern states between the 8th and the 12th Centuries. The film is a lyrical expression of the story of 28 women, mostly from the marginalised and suppressed sections of the society and their fearless struggle to free themselves from the bondage of tradition to fulfil the desires of their mind and body.",Odia,,1236652,,or,India,2024-01-20,2024
1155631,Jwain Amara American,Drama,Anupam Patnaik|Manas Padhiary,Aman|Cookies Swain|Ashrumochan Mohanty|Santu Nije|Rabi Narayana Mishra,0.0,0,0.1807,0,,Odia,,1155631,,or,India,2023-07-30,2023
1100492,Danda Balunga,Drama,Mohammad Mohsin,Uttam Mohanty|Aparajita Mohanty|Anita Das|Bijay Mohanty|Mahashweta Ray,0.0,0,0.1797,0,,Odia,tt1427199,1100492,,or,India,1984-03-16,1984
1186368,Kahide Thare I Love You,Romance|Drama,Himanshu Parija,Aryan Dhir Kumar|Bhoomika Dash|Raj Rajesh|Sasmita Piyali Sahoo|Pintu Nanda,0.0,0,0.1766,0,,Odia,,1186368,,or,India,2023-09-22,2023
1310470,Nanda School of Tradition,Documentary,Pranab K Aich,Nanda kishore prusty|Khageswara prusty|Nityasha Pattnaik|Rabindra Rout|Saishresth Das,8.0,1,0.1753,0,"This documentary biography delves into the life of centenarian Nanda Prusty who comes to limelight after receiving Padmashri, India's prominent civilian award.",Odia,tt32414572,1310470,,or,India,2023-12-07,2023
824358,Stree,Drama|Romance,Gour Prasad Ghose|Parbati Ghose|Ramchandra Thakur,Gour Prasad Ghose|Parbati Ghose|Sarat Pujari|Leela Dulali|Shyamalendu Bhattacharjee,0.0,0,0.1753,0,"Anuaradha and her brother save a man, Debabrata, washed ashore from the sea. Anuaradha and Debabrata fall in love and get married, but Anuaradha's feelings change when she finds that Debabrata is widower and has a son.",Odia,tt1411789,824358,,or,India,1968-05-17,1968
1209713,Malyagiri: Juddha Aarambha,,Prithvi Raj Pattnaik,Babushaan Mohanty|Amlan Das|Sivani Sangita|Suryamoyee Mohapatra|Elina Samantaray,0.0,0,0.175,0,,Odia,,1209713,,or,India,,
1086444,Pushkara,Drama,Subhransu Das,Sabyasachi Mishra|Supriya Nayak|Choudhury Bikash Das|Ashrumochan Mohanty|Pintu Nanda,0.0,0,0.1678,0,An uncommon love story blended with a traditional post-death ritual.,Odia,tt28862282,1086444,,or,India,2023-09-19,2023
1155748,Club 69,Thriller,Pradeep Dash,Pinky Pradhan|Abhishek Giri|Ashiwin Ray Mohapatra|Subhransu Nayak|Amrita Mishra,0.0,0,0.1661,0,"When the crime is being carried away by few highly professional techies, the threat to the general public increases. Will the DCP of the Cybercrime branch be able to find the mastermind behind the scam?",Odia,,1155748,,or,India,2023-07-27,2023
1100421,Puja Phula,Drama,J H Sattar,Uttam Mohanty|Bijay Mohanty|Aparajita Mohanty|Jaya Swami|Hemanta Das,0.0,0,0.166,0,,Odia,tt1423977,1100421,,or,India,1985-09-06,1985
1041409,Hakim Babu,Drama|Family,Pranab Das,Bijay Mohanty|Ajit Das|Jaya Swami|Bijaya Jena|Sujata Anand,0.0,0,0.1588,0,"A man from lower social background qualifies and gets an administration job and to match his higher social occupation, he leaves his family, friends, and fiance. But gradually he understands his mistake and returns for his people. Finally he finds his wrong decision for the mining in his village has lead to the destruction and down fall of his people and everyone lives the village and him behind alone.",Odia,tt0309652,1041409,,or,India,1985-06-06,1985
452281,Mu Sapanara Soudagar,,Sanjay Nayak,Arindam Roy|Archita Sahu|Sabyasachi Mishra|Akhila Patnaik|Ajit Das,0.0,0,0.1574,0,"A 2008 Odiya-language film based off the 1991 film Sleeping With The Enemy and the 1996 film Agni Sakshi. Chandan is in love with Shriya, despite Shriya marrying Omm. However, Omm turns out not to be whom Shriya thinks.",Odia,tt1399054,452281,,or,India,2008-08-07,2008
1324793,Ajira Rebati,,Subhransu Das,Sheetal Patra|Bonny Sengupta|Usasi Misra|Parijat Chakraborty|Pushpa Panda,0.0,0,0.1568,0,,Odia,tt33384091,1324793,,or,India,2025-04-11,2025
1126132,1980 Meria,,Somio R.,Aman|Suryamoyee Mohapatra|Harihar Dash|Priyambada Swain|Ajay Patel,0.0,0,0.1562,0,,Odia,,1126132,,or,India,,
1089326,Manaska,,Manas Sahoo,Ashiwin Ray Mohapatra|Madhumita Barik|Choudhury Bikash Das|Tusmita Patel|Amritanshu Bisoi,0.0,0,0.1561,0,Manaska is the story of a man who is struggling to come to terms with his inner demons while navigating through the complexities of society.,Odia,,1089326,,or,India,2023-03-24,2023
302280,Suryamukhi,Drama,Prafulla Sengupta,Soumendra Mishra|Minati Mishra|Ananta Mohapatra|Laxmipriya Mahapatra|Sukhalata Mohanty,0.0,0,0.1539,0,1956 film from India,Odia,tt1402570,302280,,or,India,1963-10-04,1963
516545,Sanju Aau Sanjana,Action|Drama|Comedy,Ashok Pati,Babushaan Mohanty|Uttam Mohanty|Mihir Das|Choudhury Jayaprakash Das|Pintu Nanda,6.0,1,0.1538,0,"Parshuram is a man who doesn't believe in the concept of love marriage. However, his daughters scorn off his ideology by eloping with the men they love. Will this compel him to change his principles?",Odia,tt1686892,516545,,or,India,2010-06-12,2010
1095950,Pagala Premi,Romance|Drama,Hara Patnaik,Sabyasachi Mishra|Arpita Mukherjee,7.0,1,0.1534,0,"Surya (Sabyasachi Mishra) and Gitanjali (Arpita) are bright college students. Surya falls for Gitanjali at first sight. Ajay (Sukanta), the spoiled son of local M.L.A. Abinash (Pradyumna Lenka), also likes Gitanjali and proposes to her. When she declines, Ajay threatens to jump from the college roof, prompting the timid Gitanjali to accept and start dating him.  Surya then proposes to Gitanjali, but she refuses in front of Ajay. Believing that Gitanjali doesn't truly love Ajay, Surya continues to pursue her without causing conflict. The film follows Surya's efforts to win Gitanjali's heart with his positive attitude and outlook.",Odia,tt1404069,1095950,,or,India,2007-06-14,2007
497684,Biswaprakash,Drama,Sushant Misra,Anu Choudhury|Nandita Das|Binayak Mishra|Carman Cordwell|Christina Ranck,0.0,0,0.1524,0,"On his journey to self realization, Biswaparakash faces a changing value system in a new consumerist culture and that conflict with his beliefs, values and traditions.",Odia,tt1407158,497684,,or,India,1999-01-01,1999
1266248,Mitali Apa,Drama,Prasanta Lenka,Sritam Das|Asit Patra|Mahima Das|Sonam Dash|Manisha Rath,0.0,0,0.1512,0,,Odia,,1266248,,or,India,2024-03-29,2024
1245614,Chandrabanshi,Action|Drama,Yash Varman Panda|Sunil Kumar Sahoo,Siddhanta Mahapatra|Sritam Das|Akash Dasnayak|Raj Rajesh|Poonam Mishra,0.0,0,0.1492,0,"In this modernized version of Mahabharat where five brothers who were separated, unite and avenge the death of their Father.",Odia,tt31969850,1245614,,or,India,2024-06-14,2024
1244007,Kemiti E Samparka,Drama,Himanshu Parija,Akash Dasnayak|Elina Samantaray|Lipsa Mishra|Usasi Misra|Pradyumna Lenka,0.0,0,0.1482,0,"Pratyush hoped to take Priya and build a beautiful family with her while Priya believed that after finding Pratyusha, she would paint a complete picture of herself on the canvas of her incomplete life. Will everything work out for them or does fate have other plans for them?",Odia,,1244007,,or,India,2024-02-09,2024
1087973,Mama Weds Papa,Family|Drama|Comedy,Appu Kanungo,Avishek Rath|Jyoti Mishra|Krishna Abhishek|Ritisha Ganguly|Debu Pattnaik,0.0,0,0.1482,0,A kid tries to bring her parents together and organize their marriage.,Odia,tt15825410,1087973,,or,India,2023-02-17,2023
1100423,Sankha Sindura,Drama,Vijay Bhaskar,Sriram Panda|Bijay Mohanty|Uttam Mohanty|Aparajita Mohanty|Hemanta Das,0.0,0,0.1465,0,,Odia,tt1411777,1100423,,or,India,1985-08-16,1985
1076502,Kedar Gouri,Drama|Romance,Nitai Palit,Gour Prasad Ghose|Bina Palit|Dhira Biswal|Sanjukta Panigrahi|Gloria Mohanty,0.0,0,0.1449,0,The first Odia movie by an Odia director.,Odia,tt0249645,1076502,,or,India,1954-10-03,1954
1100623,Amar Prem,Drama,Gopal Chandra Ghosh|Palash Bandyopadhyay,Sarat Pujari|Gour Prasad Ghose|Suresh Mahapatra|Natabara Sen|Hemanta Das,0.0,0,0.1426,0,,Odia,tt0074129,1100623,,or,India,1977-03-18,1977
767661,Yesterday's past,Drama,Nila Madhab Panda,Pitobash,9.0,1,0.1418,0,"A man returns to his home village hoping to reunite with his family, only to find it under water due to a cyclone. Now, another cyclone is coming, and the man struggles to survive.",Odia,tt14141184,767661,,or,India,2020-11-06,2020
494402,Abhaya,,Murali Krishna,Anubhav Mohanty|Elina Samantaray|Mihir Das|Manoj Mishra,0.0,0,0.1405,0,"After a minister kills three college students, a commoner decides to seek justice for them. In order to do so, he kidnaps the minister's brother and comes up with a plan.",Odia,,494402,,or,India,2017-06-11,2017
1185924,Kulangara 2,Family|Drama,Sangram Mohanty,Ansh Das|Nilakhi Patra|Kuna Tripathy|Madhumita Mohanty,0.0,0,0.1401,0,,Odia,,1185924,,or,India,2023-09-17,2023
1169296,My Sweet Housewife,Drama|Family,Peenakee Singh|Sisir Kumar Sahu,Naina Dash|Pritiraj Satapathy|Choudhury Jayaprakash Das|Rabi Narayana Mishra|Prasanjeet Mohapatra,0.0,0,0.1385,0,"In this thought provoking film, the complexities of a husband-wife relationship are explored, shedding light on the lack of understanding between partners and the concept of right vs right = wrong.",Odia,tt29054859,1169296,,or,India,2023-11-03,2023
1095428,Aila Re Odia Pua,,,,0.0,0,0.1379,0,"Priya is forced to marry Abinash despite being in love with her childhood friend, Raj. When Abinash finds out about Priya's past, he helps her reunite with Raj.",Odia,tt1431204,1095428,,or,India,2009-04-01,2009
1088509,Farchaa,Family,Sisir Kumar Sahu,Suresh Mishra|Nimananda Patra|Sina|Promod Kumar Singh,0.0,0,0.1378,0,"Two friends met each other at the city outskirt railway track while committing suicide. The first one who was a retired school headmaster told ""I have done nothing for my children "". With that grief I have come for dying. The second one had retired from Indian Administrative Services before some month told in broken voice "" my sorrows are different"". I have given everything for my children. Yet they are not satisfied with me. Thought this life is meaningless. That's why I am here to commit suicide. The first one was focus engrossed in the second one's story and changed his decision and went back. Just then a far goods train whistle was coming nearby.",Odia,tt7274608,1088509,,or,India,2017-10-15,2017
1480510,Landfall,,Debi Prasad Lenka|Vishal Mourya,Sabyasachi Mishra,0.0,0,0.1375,0,Plot kept under wraps,Odia,,1480510,,or,India,,
1027215,Daalcheeni,Drama|Romance,Peenakee Singh|Sisir Kumar Sahu,Suryamoyee Mohapatra|Partha Sarathi Ray,0.0,0,0.137,0,Love affair between an escort and an virgin boy.,Odia,tt16212314,1027215,,or,India,,
1186434,Michhei Jhia,Family|Drama,Mrutyunjaya Sahoo,Jayjeet Das|Tamanna Vyas|Anjana Das|Rajesh Panda|Mamata Nanda,0.0,0,0.1367,0,,Odia,,1186434,,or,India,2023-10-01,2023
304061,Laxman Rekha,Family|Drama,Mohammad Mohsin,Bijay Mohanty|Uttam Mohanty|Mihir Das|Aparajita Mohanty|Siddhanta Mahapatra,7.0,1,0.1367,0,There is a lakhsman rekha which all brothers try to cross. And in the end.. Only the heroin is capable of crossing which certainly makes this a amazing legendary epic movie...,Odia,tt1449207,304061,,or,India,1996-02-02,1996
1100645,Samaya,Drama,Ganesh Chandra Mohapatra,Sriram Panda|Prashant Nanda|Tripura Mishra|Nina Mahapatra|Dhira Biswal,0.0,0,0.1353,0,"A newly-wed Odia couple's life is disrupted when the husband is overcome with amnesia. The wife gets sympathy from a doctor friend, but the relationship is misunderstood and ridiculed by others, including the doctor's Bombay-born wife who gets involved with another good-for-nothing Bombayite.",Odia,tt0073652,1100645,,or,India,1975-12-19,1975
1100415,Jaga Hatare Pagha,Action|Drama,Mohammad Mohsin,Bijay Mohanty|Uttam Mohanty|Aparajita Mohanty|Jaya Swami|Baishali Parida,0.0,0,0.135,0,,Odia,tt1411713,1100415,,or,India,1985-01-11,1985
1158034,ATM Card,Drama,Rajit Chandan Bebarta,Dipanwit Dashmohapatra|Chandan Biswal,0.0,0,0.1343,0,"A struggling actor turns to a life of deceit, using his voice to exploit vulnerable seniors through ATM card scams. As his fraudulent actions lead to a heartbreaking breakup and a downward spiral into mental instability, he reaches the brink of despair. However, a disillusioned but principled man, disenchanted by the world of fraud, receives an unforeseen call from the actor-turned-scammer. In a pivotal moment of redemption, he chooses to answer his last call, sparking a profound transformation that could alter both their lives forever.",Odia,tt28276201,1158034,,or,India,,
1063123,Prasthanam,Romance|Drama|Thriller,Raja D,Amlan Das|Shraddha Panigrahi|Bunty R Samal|Mihir Das|Manoj Mishra,0.0,0,0.1341,0,The movie revolves around a college election where a male candidate has monopoly because of his uncle support. A female candidate enters the election hoping for a change but the situation gets more tough. Will she be able to get out of it?,Odia,tt21617828,1063123,,or,India,2022-12-16,2022
1100627,Bandhu Mohanty,Drama,Nitai Palit,Govind Tej|Dhira Biswal|Shanti Swaroop Mishra|Biren Routray|Bhim Singh,0.0,0,0.134,0,A devotee of God Jagganath lives with his wife and children and maintains his livelihood by begging.,Odia,tt0249385,1100627,,or,India,1977-08-12,1977
1144300,Shanti Appartment - Flat No. 203,Crime|Drama|Mystery,Aswin Tripathy,Dipanwit Dashmohapatra|Subhasis Sharma|Ragini Sutradhar|Alia Nanda|Barada Patra,0.0,0,0.1329,0,"When a murder occurs, the police investigation casts suspicion on those present, leading to a quest to uncover the actual murderer among them. The revelation profoundly impacts the relationships and lives of a family as they navigate the truth about the perpetrator in their midst.",Odia,,1144300,,or,India,2024-02-02,2024
1111204,Parikaribe Bholashankara 2,Drama,Mrutyunjaya Sahu,Rakesh Deo|Lipika Senapati|Pradyumna Lenka|Kedar Mishra,0.0,0,0.1325,0,,Odia,,1111204,,or,India,2023-04-09,2023
1370197,Villain,,,Ardhendu Sahu|Tamanna Vyas|Bobby Mishra|Samaresh Routray|Hara Rath,0.0,0,0.1321,0,"A small town boy who dares to go against the kingpin of his area. Being stuck in between two criminal gangs, he will rise for his own existence.",Odia,tt33092432,1370197,,or,India,,
807960,Matira Manisha,Drama,Mrinal Sen,Sarat Pujari|Prashanta Nanda|Bhanumati Devi|Sujata Anand|Dukhiram Swain,0.0,0,0.1309,0,"The greed for the possession of the family land destroys the affection and brotherhood between siblings, Baraju and Chakadi after their father, Shama Pradhan passes away.",Odia,tt0060679,807960,,or,India,1967-09-08,1967
1011846,Pilata Bigidigala,Comedy|Romance|Drama,Basanta Sahoo,Sabyasachi Mishra|Archita Sahu|Kuna Tripathy|Bijay Mohanty,0.0,0,0.1303,0,"A westernised man who constantly parties falls in love with a woman from a traditional family. As usual, they soon find their romance disrupted by a third party.",Odia,tt4944592,1011846,,or,India,2015-08-14,2015
1155120,LOST AND FOUND,Documentary,Mayur Mahapatra,Partha Sarathi Ray|Priyabrata Panigrahi,0.0,0,0.0445,0,"This is a story about a mainstream actor, who got into depression for various reasons. But he fought back and his passion helped him to get out of that situation.",Odia,,1155120,,or,India,2023-07-22,2023
1048647,Sree Jagannath,Drama|Fantasy,Chitta Ranjan Mitra,Gopal Chandra Ghosh|Gloria Mohanty|Rama Chandra Mania|Khagendra Nath Mitra|Gour Prasad Ghose,0.0,0,0.0454,0,Plot: Unavailable,Odia,tt1431321,1048647,,or,India,1950-02-02,1950
1143226,Benami Naksara Parnamochi,Documentary,Suvendu K Sahu,,0.0,0,0.0465,0,,Odia,,1143226,,or,India,,
1149526,Operation ¹²/₁₇,Action|Drama,Sudhansu Mohan Sahoo,Shreyan Nayak|Bhoomika Dash|Choudhury Jayaprakash Das|Amar Mohapatra|Choudhury Bikash Das,0.0,0,0.0464,0,"A few days after the son was posted at the border, news arrived that they had lost him in an operation. But the daughter-in-law refuses to believe it and starts looking for her husband with the blessing of Sai Baba.",Odia,tt31261208,1149526,,or,India,2024-03-08,2024
713354,Khyanikaa: The Lost Idea,Drama|Fantasy,Amartya Bhattacharyya,Amrita Choudhury|Susant Misra|Swastik Choudhury|Choudhury Bikash Das|Hrushikesh Bhoi,0.0,0,0.0536,0,"The film is a fantasy driven tale of two men, a poet and a painter, claiming possession over the same Idea, in a rural village portrayed as a wonderland. Idea is personified as a beautiful young lady, free of all bondage. The two men try to justify their claim over their Idea through their forms of art.  Unable to settle the conflict, the two men approach ‘Fate’, personified as a big fat man of authority, to judge their claims. They soon realize that Idea is no one’s possession and it isn’t wise to rely on ‘Fate’ for a judgement. They decide to bury their ‘Fate’, and settle the matter in peace. Idea, portrayed as a free spirit, gets impressed by a kid who resides in an alternate world of fantasy, and decides to venture into the new creative world. The real world, with all its materialistic obsessions, rigid notions and prejudices, loses the Idea forever.",Odia,tt5926914,713354,,or,India,2018-06-08,2018
1093933,Omm: I Am Not God,,Sudhakar Basanta,Saroj Das|Illu Banarjee|Prakruti Misra,0.0,0,0.0293,0,,Odia,,1093933,,or,India,2014-02-20,2014
1099123,Sabittri,,Pantho Prasad,,0.0,0,0.0454,0,"The story-line revolves around Sabitri, a valiant female freedom fighter, focusing on the struggles of tea laborers during the tumultuous period of 1971. Sabitri's life was marked by uncertainties during the war, and as the newly independent country initiated trials for war criminals, she took on the role of a witness, tirelessly fighting to protect Sabitri and her war-born child Mongol from the clutches of adversity.",Odia,tt6523848,1099123,,or,India,2024-01-24,2024
1390584,Lahari,,Amartya Bhattacharyya,Choudhury Jayaprakash Das|Choudhury Bikash Das|Dipanwit Dashmohapatra|Swastik Choudhury,0.0,0,0.0416,0,"A slice-of-life film, 'Lahari' meanders through the lives of two friends: boatman Bhuta and fisherman Dinu, and takes us on their journey of trying to establish indigenous methods of livelihood for survival and to elevate their present situation. In the process, the film depicts the invasion of urban capitalism, superficial and auto-centred, personified by tourists, confronted to a certain authenticity and way of life.",Odia,,1390584,,or,India,,
1249868,Bhagia Bharija,Drama|Romance,Mrutyunjaya Sahoo,Harihara Mohapatra|Debjani Deghuria|Bobby Mishra|Pupindar Singh,0.0,0,0.0777,0,"A husband's unwavering support for his wife's dreams leads him down a path of difficult choices, testing the boundaries of loyalty and sacrifice. A thought-provoking tale about love's many facets.",Odia,tt33037870,1249868,,or,India,,
1146945,Bagha Bajari,Drama|Thriller,Debadatta Pradhan|Mihir Ranjan Acharya,Hara Rath|Pritiraj Satapathy|Chittaranjan Biswal|Tilottama Sahu|Bulu Panda,0.0,0,0.0362,0,"Story of the film 4 friends remember their childhood teacher and go out to visit him. However, in the course of events, they have been caught in the trap of the flea market game. Wild animals are being killed one after another from the forests of Odisha, tiger skins are being seized at various times. Wildlife trafficking has emerged as a major problem for Odisha. While all these things touch the story of the film, it shows the violent behavior of humans like tigers.",Odia,,1146945,,or,India,2023-07-01,2023
1100666,Abhinetri,Drama|Family,Amar Ganguly,Bimal Ghose|Dhira Biswal|Jharana Das|Laxmipriya Mahapatra|Manimala Debi,0.0,0,0.0338,0,,Odia,tt1402397,1100666,,or,India,1965-09-15,1965
1098191,Sarapancha Babu,Drama|Action,Chakrapani,Siddhanta Mahapatra|Ajit Das|Chandrashree|Raimohan Parida|Jairam Samal,6.0,1,0.0453,0,"A fictional story that comprises emotional relationships that undergo strain through healthy marriages, friendships and cold blood betrayal.",Odia,tt1456894,1098191,,or,India,1999-10-27,1999
1093937,2014 Fear of the Year,,,,0.0,0,0.0453,0,"Seven friends set out on a trek but are forced to seek shelter in an abandoned house after their car breaks down. Left alone in the middle of a jungle, they soon encounter strange happenings.",Odia,tt4184046,1093937,,or,India,2014-07-11,2014
496763,Jabardast Premika,,Raju Sarabaiah,Mihir Das|Jhillik Bhatacharjee|Babushaan Mohanty,0.0,0,0.0777,0,"Chandu, a swindler, falls in love with Shalini and tries to impress her uncle. When he manages to do so, she tells him that in order to win her over, he must mend his ways.",Odia,tt5660944,496763,,or,India,2016-04-13,2016
1065924,Natraj 009,Action|Drama,Bhakta Prasad Barik,Umakant Barik|Disco Reddy|Mitu Mithun|Suvendru Nanda|Chhabila Pradha,0.0,0,0.071,0,,Odia,,1065924,,or,India,2022-06-21,2022
1046129,Boura Hatabaksa,Drama,Narayan Pati,Lopamudra Mishra|Subhasri Sabita Palei|Rajesh Panda|Narayan Pati,0.0,0,0.0448,0,A mother's unconditional love and care for her son and family is well portrayed in the film in a very sensitive way.,Odia,tt21543668,1046129,,or,India,2022-12-30,2022
1121365,Annabhumi,,,,0.0,0,0.0441,0,,Odia,,1121365,,or,India,,
1100673,Sadhana,Drama,Prabhat Mukhopadhyay,Sarat Pujari|Minati Mishra|Ananta Mohapatra|Dhira Biswal|Leela Dulali,0.0,0,0.0441,0,"Sadhana was based on the novel ‘Chhinapatra’ by Ashapoorna Devi. The film was adjudged as 2nd Best Regional Film (Odia) and received President’s Silver Medal. Actor Sarat Pujari was co-producer of Sadhana. He also written dialogues under the pseudo name Shiladitya, assisted by Minati Mishra.",Odia,tt0058539,1100673,,or,India,1964-09-18,1964
496006,Loafer,,Ashok Pati,Babushaan Mohanty|Archita Sahu|Mihir Das|Buddhaditya Mohanty,0.0,0,0.0336,0,"Sanju is an orphan who works as a pizza delivery boy to earn his living. However, his life takes a major twist when he falls for the daughter of a politician.",Odia,tt1817715,496006,,or,India,2011-01-14,2011
510794,Tu Mo Hero,Romance,S. Dilip Panda,Mihir Das|Jhillik Bhatacharjee,0.0,0,0.0327,0,"Khushi falls in love with Prem due to his personality. However, her father is against their relationship and tries to do whatever it takes to keep them apart.",Odia,,510794,,or,India,2017-10-20,2017
759161,I Cannot Give You My Forest,Documentary,Kavita Bahl|Nandan Saxena,,0.0,0,0.0429,0,"‘I cannot give you my Forest’ is a modern day rendition of the David and Goliath story, played out in an Orwellian setting.  The film is an intimate poetic window into the lives of the Kondh adivasis in Odisha- who eschew the duality of Man and Nature. The Kondh have internalised the Forest – pacing the rhythms of their lives with the cycle of the seasons. The Forest is a metaphor for their identity and their sovereignty. Against the foil of the bloodshed in what the Indian government calls the ‘Red Corridor’, their philosophy gives a counterpoint to the dominant discourse.",Odia,,759161,,or,India,2015-11-20,2015
1100427,School Master,Drama,Govind Tej,Uttam Mohanty|Mihir Das|Baishali Parida|Jayaram Samal|Dukhiram Swain,0.0,0,0.0382,0,The film portrays the ambitions and struggles in a relationship among members of a middle-class family.,Odia,tt1411780,1100427,,or,India,1985-12-13,1985
